날짜,일출(h),일몰(h),최소 온도,최대 온도,강수량(mm),풍속(m/s),습도(%),전운량(%),일사량(MJ/m^2)
20180220,7.133,18.2,-2.7,10.7,0,2,34.8,55,12.89
20180221,7.1,18.217,0.5,6.9,0,2.7,21.4,66,9.7
20180222,7.083,18.233,-4.8,8.2,0,1.4,29.8,13,16.11
20180223,7.067,18.25,-4.2,11.5,0,1.1,48.9,28,13.45
20180224,7.05,18.25,1.4,12.2,0,2,53.5,55,10.18
20180225,7.033,18.267,2.5,12.2,0.4,1.4,58.5,65,9.8
20180226,7,18.283,-3.1,13.4,0,1.7,48.3,3,17.59
20180227,6.983,18.3,-1.8,14.7,0,1.2,51.9,46,13.36
20180228,6.967,18.317,4.3,10.9,24.5,4,80.4,99,2.25
20180301,6.933,18.333,-0.2,9.3,0,5.9,47.1,44,17.12
20180302,6.917,18.35,-2.8,11.6,0,2.4,33.3,30,19.06
20180303,6.9,18.367,-0.3,17.7,0,1,47.3,30,16.33
20180304,6.867,18.383,5.8,19,15.5,1.6,72.4,75,9.75
20180305,6.85,18.4,2.6,12.9,7,4.2,81.3,90,2.8
20180306,6.833,18.417,0.3,10.7,0,2.7,59.9,33,19.17
20180307,6.8,18.433,2.4,7.9,9,2.4,72.4,96,3.26
20180308,6.783,18.45,0,4.4,14,1.4,94.9,95,3.57
20180309,6.767,18.45,-0.1,6.3,0,2.1,82.5,81,10.61
20180310,6.733,18.467,-0.3,13.8,0,1.9,60.6,16,19
20180311,6.717,18.483,2.2,15.7,0,1.7,46.1,10,19.1
20180312,6.683,18.5,0.7,20.1,0,1,54,0,18.7
20180313,6.667,18.517,4,23,0,1.6,58.9,0,19.49
20180314,6.65,18.533,8.2,24.4,0,1.5,60,28,19.09
20180315,6.617,18.55,11.9,16.5,15.5,0.9,88.8,99,2.54
20180316,6.6,18.567,0.8,11.8,1,5,64.9,65,8.16
20180317,6.567,18.567,-1.9,13.6,0,1.2,56.1,24,20.81
20180318,6.55,18.583,1.3,14.8,1.5,0.9,68.8,84,12.99
20180319,6.533,18.6,4,11.3,23,3.6,92.4,100,2.33
20180320,6.5,18.617,3.1,7.9,0,5.3,52.1,93,15.83
20180321,6.483,18.633,0,3.3,12,1.5,93.3,100,4.4
20180322,6.45,18.65,1.8,11.7,0.2,2.6,60.5,34,21.14
20180323,6.433,18.65,0,15.6,0,1.2,54.9,6,21.81
20180324,6.4,18.667,4.6,18.5,0,2.4,47.1,24,18.76
20180325,6.383,18.683,4.9,21.8,0,2,41.6,0,22.15
20180326,6.35,18.7,6.2,22.6,0,2.4,36.8,3,21.77
20180327,6.333,18.717,7.9,24.1,0,1.7,44.4,1,20.89
20180328,6.317,18.733,9.8,25.9,0,2,37.8,8,21.75
20180329,6.283,18.75,10.3,23.9,0,2.8,54.4,41,16.76
20180330,6.267,18.75,9.5,18.5,0,4,50.3,18,21.17
20180331,6.233,18.767,6,24,0,1.6,48.8,3,20.1
20180401,6.217,18.783,10.2,23.7,0,1.1,52.4,60,14.72
20180402,6.183,18.8,12.9,26.5,0,1.6,61,13,21.12
20180403,6.167,18.817,13.6,27.2,0,1.6,60,28,20.26
20180404,6.15,18.817,7.6,18.6,18.5,4.6,84,93,2.53
20180405,6.117,18.833,7.2,9.6,8,3.3,84.1,100,3.44
20180406,6.1,18.85,5.8,16.2,19.5,4,63.1,75,16
20180407,6.067,18.867,3.5,10.2,0,5.9,35,50,18.89
20180408,6.05,18.883,0.5,14.2,0,2.9,41.6,25,23.32
20180409,6.033,18.9,8.3,19.4,0,2,39.9,31,22.84
20180410,6,18.9,5.3,22.5,0,2.2,52,45,22.33
20180411,5.983,18.917,14.5,24.1,1.5,3.7,41.8,54,23.8
20180412,5.95,18.933,8,23.7,0,2.9,24.4,43,22.84
20180413,5.933,18.95,7.1,18,0,3.5,38.5,76,16.25
20180414,5.917,18.967,9,12.1,18.5,2.9,81.5,98,2.18
20180415,5.883,18.983,9,17.9,0,4,50.1,40,22.11
20180416,5.867,19,6.4,19.2,0,2.7,57,46,23.7
20180417,5.85,19,8.3,21.8,0,1.2,55.8,44,22.47
20180418,5.833,19.017,8.5,24.9,0,1.5,43.4,0,25.2
20180419,5.8,19.033,9.5,28,0,2.1,30.1,0,25.23
20180420,5.783,19.05,11.1,30.5,0,1.3,33.9,0,24.25
20180421,5.767,19.067,13,32,0,1.3,35.1,30,24.68
20180422,5.733,19.083,12.2,21.5,0,2.9,61.8,83,6.8
20180423,5.717,19.083,9.5,12.8,38,4.6,90.6,100,1.99
20180424,5.7,19.1,9.7,12.9,9,2.6,88.6,96,4.14
20180425,5.683,19.117,5.1,21.8,0,1.6,50.3,9,26.5
20180426,5.667,19.133,5.5,25.9,0,1.3,44.9,54,22.05
20180427,5.633,19.15,12.1,24,0,2.8,35.1,18,23.2
20180428,5.617,19.167,8.2,27,0,1.8,43.1,0,25.83
20180429,5.6,19.167,9.7,27.8,0,1.8,37.1,31,27.15
20180430,5.583,19.183,14.9,28.3,0,1.9,54.9,30,24.07
20180501,5.567,19.2,14.9,24.6,0,1.5,70,68,14.36
20180502,5.55,19.217,13.4,19.5,7.5,3.2,85.1,98,3.65
20180503,5.533,19.233,9.5,19.3,0.2,5.3,43.6,44,22.21
20180504,5.517,19.25,7.2,23,0,4.1,33.5,1,27.69
20180505,5.5,19.267,10.9,27.9,0,1.9,29.5,53,21.95
20180506,5.483,19.267,14.9,18.7,10.5,1.7,93.5,100,1.94
20180507,5.467,19.283,13.4,18.9,19.5,2.7,87.4,88,9.16
20180508,5.45,19.3,12.9,16.7,0,3.7,68.5,85,9.25
20180509,5.433,19.317,11.1,17.1,0,3.4,62.6,63,19.74
20180510,5.417,19.333,11,25,0,1.7,51.4,31,26
20180511,5.4,19.35,11.3,26.9,0,1.7,46.5,51,26.09
20180512,5.383,19.35,15.4,19.9,9,1.1,70.5,100,3.27
20180513,5.367,19.367,16.3,25.9,5,2.3,68.3,50,20.76
20180514,5.35,19.383,14.2,29.6,0,1.6,55.8,8,26.21
20180515,5.35,19.4,17.2,32,0,1.3,53.6,64,22.94
20180516,5.333,19.417,22.6,27,0,1.3,77.8,94,5.49
20180517,5.317,19.417,23.6,30.6,0,2,68.6,84,18.87
20180518,5.3,19.433,12.6,25,4,4,85.1,99,7.36
20180519,5.3,19.45,11.2,18.3,0,4.4,62.1,48,20.81
20180520,5.283,19.467,8.9,19.2,0,3.9,65.1,56,22.67
20180521,5.267,19.483,13.4,19.2,0,3.8,71.6,84,12.38
20180522,5.267,19.483,10.8,25.6,6,1.6,69.6,74,18.89
20180523,5.25,19.5,14.9,26.6,22,2.5,59.4,33,27.27
20180524,5.233,19.517,11.3,30.2,0,1.9,45.6,6,28.3
20180525,5.233,19.533,15.4,29.4,0,1.8,40.1,55,24.17
20180526,5.217,19.533,14.8,30.6,0,1.7,47.8,6,28.02
20180527,5.217,19.55,15.4,28.2,0,1.4,56.3,84,15.75
20180528,5.2,19.567,18.2,27.7,0,1.6,60.1,69,20.69
20180529,5.2,19.567,17.4,29.9,0,1.2,64.3,70,21.4
20180530,5.2,19.583,17.8,29.1,16,1.6,79.3,76,15.97
20180531,5.183,19.6,17.9,27.6,0,2.1,53.8,46,26.68
20180601,5.183,19.6,15.5,32.2,0,1.3,53.1,13,28.04
20180602,5.167,19.617,18.8,33.9,0,1.9,42.4,18,27.77
20180603,5.167,19.633,18.4,32.1,0,1.3,42.1,39,24.3
20180604,5.167,19.633,19.2,30.8,0,1.6,48.9,65,20.61
20180605,5.167,19.65,20.4,26,0.1,1.6,64,86,13.95
20180606,5.15,19.65,17.6,31.5,0,1.1,57.9,34,23.28
20180607,5.15,19.667,19.6,33.8,0,1.5,52.5,4,26.84
20180608,5.15,19.667,21.2,31.7,0,2.4,50.1,30,24.76
20180609,5.15,19.683,18,23.3,0,5.3,62.8,68,19.64
20180610,5.15,19.683,15.8,22.4,0.5,4.4,71.5,99,14.3
20180611,5.15,19.7,15.3,19.6,21,2.4,81,100,7.19
20180612,5.15,19.7,15.2,25.6,0,2.2,64.4,83,15.17
20180613,5.15,19.717,17.3,25.2,0,3,65,58,20.69
20180614,5.15,19.717,17.3,24.2,0,4,64.1,60,23.39
20180615,5.15,19.717,17.2,23.1,0,4,59,68,22.45
20180616,5.15,19.733,16,22.6,0,3.5,60.1,48,21.22
20180617,5.15,19.733,13.7,29,0,1.8,57.8,55,20.76
20180618,5.15,19.733,18.9,32.4,0,1.4,56.3,65,20.9
20180619,5.15,19.75,20.3,25,1.5,1.1,74.8,95,7.62
20180620,5.15,19.75,18.7,29.5,0,2.4,55.3,51,24.79
20180621,5.15,19.75,19.1,31.8,0,2.2,42.4,29,29.19
20180622,5.167,19.75,17.7,32,0,1.3,41.6,76,23.15
20180623,5.167,19.767,20.9,32.3,0,2,42,46,21.39
20180624,5.167,19.767,22.6,35,0,2.9,39.8,13,27.48
20180625,5.167,19.767,20.9,35.3,0,1.4,44.3,51,19.54
20180626,5.183,19.767,22.3,28.6,0.5,1.4,68.9,98,5.1
20180627,5.183,19.767,20,32.1,68.5,1.6,78.8,76,16.87
20180628,5.183,19.767,20.9,25.4,19,1.2,86.1,98,6.53
20180629,5.2,19.767,21.5,29.8,0,1.3,74.5,93,13.08
20180630,5.2,19.767,20.4,25.6,10,1.5,89.5,96,5.54
20180701,5.217,19.767,19.7,30.2,47,2.4,82.1,94,12.04
20180702,5.217,19.767,21.6,29,62.5,1.5,90.9,99,9.43
20180703,5.233,19.767,22.3,27.3,17.5,2.8,86.5,98,8.63
20180704,5.233,19.767,22.2,33.4,24.5,2.9,75.3,65,22.16
20180705,5.25,19.767,21.4,25,14,3.1,89.1,91,7.8
20180706,5.25,19.75,18.9,22.5,0,3.5,84.3,96,4.69
20180707,5.267,19.75,18,24.3,0,3.8,65,74,23.12
20180708,5.267,19.75,17.6,22.3,0,3.6,70.3,94,12.66
20180709,5.283,19.75,17.9,20.7,2.5,3.1,88.3,99,4.61
20180710,5.283,19.733,18.6,30.9,0,1.9,75.9,78,18.7
20180711,5.3,19.733,23,32.9,0,1.1,69.5,66,16.27
20180712,5.317,19.733,24.8,34.4,0,1.5,66,49,22.2
20180713,5.317,19.717,26.6,35.1,0,1.6,61.1,44,23.16
20180714,5.333,19.717,26,36.4,0,1.7,58.3,18,26.98
20180715,5.333,19.7,26.5,36.5,0,1.6,55.8,10,26.36
20180716,5.35,19.7,25.9,37.2,0,1.4,56,14,23.15
20180717,5.367,19.683,26.1,36.6,0,1.8,56.9,16,22.29
20180718,5.367,19.683,25.4,35.6,0,1.3,56.6,18,21.56
20180719,5.383,19.667,26,36.6,0,1.2,58.6,21,20.07
20180720,5.4,19.667,25.4,38.5,0,1.4,54.9,3,25.08
20180721,5.417,19.65,25.7,36.8,0,1.5,58.9,11,18.57
20180722,5.417,19.65,26.3,35.8,0,1.4,57.3,56,18.43
20180723,5.433,19.633,27.4,38,0,1.5,49,46,24.82
20180724,5.45,19.617,26.7,38.6,0,1.5,54.1,11,22.46
20180725,5.45,19.6,27.2,37.1,0,1.9,56,35,19.11
20180726,5.467,19.6,27.9,38,0,1.8,53.5,34,19.84
20180727,5.483,19.583,28.6,39.2,0.1,1.9,58.3,58,19.19
20180728,5.5,19.567,26.7,33.9,1.5,3.3,66.1,56,19.27
20180729,5.517,19.55,24.4,36.9,0,2.4,53.9,54,22.16
20180730,5.517,19.533,25.4,33,0,4,65,45,23.01
20180731,5.533,19.533,24.3,34.3,0,3,60.4,20,25.7
20180801,5.55,19.517,24,37.5,0,2.5,56.5,15,26.64
20180802,5.567,19.5,25.2,37.2,0,2.7,56.1,20,26.6
20180803,5.567,19.483,25.3,37.8,0,1.9,55,21,19.76
20180804,5.583,19.467,27.2,38.7,0,2.4,52.3,21,23.64
20180805,5.6,19.45,28.6,36.9,0,3,50.9,26,20.61
20180806,5.617,19.433,26.9,36.1,0,2.3,61.1,69,16.39
20180807,5.633,19.417,25.9,32.2,0,3.7,65.6,51,23.63
20180808,5.633,19.4,24.1,37.1,0,2.5,62.8,41,20.69
20180809,5.65,19.383,24.9,37,0,2.9,62.9,68,21.61
20180810,5.667,19.367,23.7,28.8,85.5,2.7,83.5,89,13.74
20180811,5.683,19.35,24.8,29.5,0,2.9,74.9,66,10.8
20180812,5.683,19.317,24.2,32,3.5,1.9,76.6,66,13.05
20180813,5.7,19.3,25.4,36.2,0,1.4,64.9,49,18.45
20180814,5.717,19.283,24.6,36.8,0,1.9,57.6,40,23.68
20180815,5.733,19.267,24.7,34.9,0.6,2.5,68.3,63,21.25
20180816,5.75,19.25,23.9,31.9,4,3.2,77.3,94,15.92
20180817,5.75,19.233,21.6,28.2,0,3.7,55.8,49,18.7
20180818,5.767,19.2,18.7,28.6,0,2.3,59.8,54,23.28
20180819,5.783,19.183,18.4,31.3,0,1.9,60.1,53,24.97
20180820,5.8,19.167,20,32.4,0,2.3,61.9,24,23.56
20180821,5.817,19.15,21,36.9,0,1.8,55,20,24.59
20180822,5.817,19.117,25,33.7,0,3.3,60.8,60,19.69
20180823,5.833,19.1,25.3,29.7,12.5,4.7,75.3,100,7.35
20180824,5.85,19.083,24.8,33.5,6,4.2,61.8,64,17.69
20180825,5.867,19.05,23.4,31.9,0.5,1.5,68.6,71,15.76
20180826,5.867,19.033,19.3,23.9,127.5,1.2,95.1,100,1.95
20180827,5.883,19.017,20.4,24.9,56.5,1,95.3,96,3.45
20180828,5.9,18.983,23,31.7,7.5,1.4,85.3,81,12.73
20180829,5.917,18.967,22.4,33,0,1.4,70.3,65,19.4
20180830,5.933,18.95,24.9,32.4,0.1,1.9,75.3,76,11.22
20180831,5.933,18.917,21.7,26.3,30,1.2,89.1,100,4.14
20180901,5.95,18.9,20.5,27.4,0,3.2,74.6,58,18.94
20180902,5.967,18.867,18.9,25.3,0.3,3.1,73.6,75,14.92
20180903,5.983,18.85,20.3,26.6,11,1.8,90.6,98,6.73
20180904,5.983,18.833,19.1,30.2,36,2.7,65.6,43,19.37
20180905,6,18.8,19.5,30.4,0,3,49.5,23,23.5
20180906,6.017,18.783,17.9,27.1,0,0.8,65.8,79,9.83
20180907,6.033,18.75,20.7,27.4,4,1.8,67.3,98,9.84
20180908,6.033,18.733,17.1,24.4,0,1.1,69.8,65,10.07
20180909,6.05,18.7,15.2,27.2,0,1.8,71.8,45,19.17
20180910,6.067,18.683,16.5,24.9,0,2.5,63.8,48,17.64
20180911,6.083,18.667,14.6,23.8,0,2.4,64.4,64,15.62
20180912,6.083,18.633,17.1,25.6,0,2.7,67.5,71,17.79
20180913,6.1,18.617,19.1,23.9,0.2,1.7,77.8,99,5.38
20180914,6.117,18.583,20.2,23.3,7.5,2.3,88.9,100,4.55
20180915,6.133,18.567,20.3,24.2,3.5,1.8,87.8,100,5.85
20180916,6.15,18.533,21.6,28.9,0,1.7,74.1,90,12.06
20180917,6.15,18.517,19.8,28.8,0,1.7,63.5,58,15.64
20180918,6.167,18.483,18,29.2,0,1.3,62.1,28,20.25
20180919,6.183,18.467,18.5,26.2,0.5,1.2,77.3,85,10.27
20180920,6.2,18.433,19.7,21.6,6,2.2,86.6,98,4.69
20180921,6.2,18.417,19.1,20.3,40,1.2,92.5,99,2.78
20180922,6.217,18.383,17.4,27.4,0,1.5,71.4,53,16.09
20180923,6.233,18.367,14.3,27.4,0,1.6,60.3,60,15.66
20180924,6.25,18.333,13.1,21.5,0,1.4,62.8,69,10.71
20180925,6.25,18.317,10.4,23.7,0,1.8,67.3,28,20.1
20180926,6.267,18.283,13.9,22,0,1.8,62.6,53,12.73
20180927,6.283,18.267,11.1,23.2,0,1.9,65.8,19,16.01
20180928,6.3,18.233,11,21.9,0,1.6,70.9,64,11.24
20180929,6.317,18.217,15.6,21,0,1.1,79.4,94,5.99
20180930,6.317,18.2,16.3,27,0,2.8,55.5,41,17.65
20181001,6.333,18.167,14,20.6,0.5,4,47,46,16.74
20181002,6.35,18.15,12.1,23.5,0,1.5,55.1,16,19.43
20181003,6.367,18.117,10.2,23.8,0,1.3,65.8,3,18.7
20181004,6.383,18.1,11.5,23.7,0.5,2.6,70.1,76,14.82
20181005,6.383,18.067,17.1,19.1,58,2.1,94.5,100,1.31
20181006,6.4,18.05,18.4,23.6,98.5,4.4,83.3,80,3.45
20181007,6.417,18.033,14.7,25.8,0,1.7,63.5,1,18.15
20181008,6.433,18,12.8,22.1,0,2.2,43.3,26,16.42
20181009,6.45,17.983,11.5,19.6,0,1,72.9,88,8.33
20181010,6.467,17.95,11.9,19.2,0,2.7,57.6,79,10.28
20181011,6.467,17.933,8.3,16.4,0,3.5,40,28,18.12
20181012,6.483,17.917,5.3,18.1,0,1,58.4,1,18.08
20181013,6.5,17.883,8,20.9,0,1.2,66.3,39,15.09
20181014,6.517,17.867,8,21.2,0,1,68.8,46,15.91
20181015,6.533,17.85,10.5,21.7,0,1.6,58.8,30,16.01
20181016,6.55,17.817,10.3,17.5,0,0.7,77.9,69,5.77
20181017,6.567,17.8,8.3,20.6,0,1,70.1,4,14.31
20181018,6.567,17.783,6.5,19.5,0.3,1.4,63.4,39,15.27
20181019,6.583,17.767,8.6,20.1,0,1.8,60,16,16.91
20181020,6.6,17.733,6.6,20.2,0,1,62.8,5,16.24
20181021,6.617,17.717,4.9,22.1,0,0.9,60,3,16.32
20181022,6.633,17.7,6.3,19.8,0,1,71,71,11.43
20181023,6.65,17.683,11.4,22.1,0,1.2,67.1,36,11.56
20181024,6.667,17.65,9,21.1,0,1.3,55.6,0,15.82
20181025,6.683,17.633,5.9,20.7,0,1.1,65.1,13,15.37
20181026,6.7,17.617,9.5,14.9,5.5,1.4,81.3,85,2.31
20181027,6.717,17.6,9,16.3,0.5,4.2,42.3,41,12.31
20181028,6.733,17.583,4.2,18.9,0.3,1.9,58.3,34,13.21
20181029,6.75,17.567,5.9,17.5,1,2,64.3,26,9.74
20181030,6.767,17.55,5.7,13.7,0,2.7,46.1,3,15.68
20181031,6.767,17.533,2.8,15.8,0,1.5,53.6,16,14.35
20181101,6.783,17.517,1.9,17.2,0,1.2,55.6,0,14.77
20181102,6.8,17.5,1.8,18.6,0,0.8,60.5,0,14.31
20181103,6.817,17.483,2.2,20.1,0,0.9,58.5,8,13.75
20181104,6.833,17.467,3.4,21.2,0,0.8,55.9,8,14.12
20181105,6.85,17.45,3.1,20,0,1.2,67.3,16,12.69
20181106,6.867,17.433,6.4,20.9,0,1.2,73.9,19,12.52
20181107,6.883,17.417,10.9,17,0.4,0.6,83.8,99,4.09
20181108,6.9,17.4,12.9,17.6,15.5,1.8,92.4,90,1.55
20181109,6.917,17.383,8.3,16.5,0,3.1,59.1,43,7.51
20181110,6.933,17.367,4.6,19,0,0.8,68,0,12.32
20181111,6.95,17.367,4.8,17.1,0.5,1,75.3,66,8.43
20181112,6.967,17.35,7.3,16.5,0.5,1.2,68.5,56,10.96
20181113,6.983,17.333,6.4,15.4,0,1.5,70.4,63,8.8
20181114,7,17.317,3.9,17.6,0,1.5,73,8,12.65
20181115,7.017,17.317,3.5,16.7,0,0.9,72.3,33,11.24
20181116,7.033,17.3,4.7,13.4,0.2,0.9,78.3,73,4.33
20181117,7.05,17.283,4.2,15.3,0,0.9,63.3,19,11.79
20181118,7.067,17.283,3.9,11.6,0,1.7,44.1,81,4.04
20181119,7.083,17.267,2.8,14.5,0,1.1,51.9,19,10.92
